protein_source,protein_target,score
KT2,CHX18,0.698
KUP6,CHX18,0.673
KUP6,MHX,0.53
MHX,CHX18,0.603
AT1G29020,AT1G44050,0.418
BBX26,BBX14,0.636
BBX26,BBX16,0.743
AT1G68570,ABCG4,0.515
AT1G11020,AT2G15580,0.644
AHP4,AMP1,0.642
AHP4,HK5,0.853
AMP1,HK5,0.712
ARR4,AMP1,0.617
ARR4,HK5,0.723
PCR2,AT2G42350,0.414
AT3G62240,AT5G10630,0.934
AT3G62240,emb1441,0.753
AT5G10630,emb1441,0.792
EMB2762,AT3G62240,0.668
APG10,AT5G09630,0.616
APG10,AT5G17000,0.901
AT5G09630,AT5G17000,0.849
AT1G74360,BNQ2,0.513
HD1,BNQ2,0.543
AT1G18000,PMI1,0.74
At1g18000,PMI1,0.756
PMI1,PHOT2,0.75
PMI1,WEB1,0.821
WEB1,PHOT2,0.566
MYB7,At2g21970,0.841
MYB7,SAD2,0.613
AT2G19610,COP1,0.5
AT2G19610,RACK1C_AT,0.424
ATARCA,AT2G19610,0.424
ATARCA,COP1,0.679
ATARCA,RACK1B_AT,0.95
ATARCA,RACK1C_AT,0.905
COP1,RACK1C_AT,0.679
RACK1B_AT,AT2G19610,0.424
RACK1B_AT,COP1,0.679
RACK1B_AT,RACK1C_AT,0.935
CHX23,KEA3,0.639
CHX23,KEA6,0.637
CHX23,POD1,0.64
CHX23,SPIK,0.82
KEA3,KEA6,0.443
TPK4,CHX23,0.63
TPK4,SPIK,0.856
NAT12,AZG1,0.888
NAT12,AZG2,0.821
NAT12,YSL5,0.72
AHP4,HK2,0.897
HK3,AHP4,0.896
HK3,HK2,0.951
HK3,WOL,0.952
WOL,AHP4,0.899
WOL,HK2,0.894
AT1G23170,AT5G49400,0.604
SULTR4;2,APS4,0.855
SULTR4;2,TAAC,0.83
GDH1,ALDH12A1,0.955
GDH2,ALDH12A1,0.955
GDH2,GDH1,0.827
GDH2,P5CR,0.523
GDH3,ALDH12A1,0.955
GDH3,GDH1,0.802
GDH3,GDH2,0.803
GDH3,P5CR,0.523
GDH3,P5CS2,0.984
P5CR,ALDH12A1,0.995
P5CR,GDH1,0.523
P5CS1,ALDH12A1,0.997
P5CS1,GDH1,0.984
P5CS1,GDH2,0.984
P5CS1,GDH3,0.986
P5CS1,P5CR,0.999
P5CS1,P5CS2,0.998
P5CS2,ALDH12A1,0.998
P5CS2,GDH1,0.984
P5CS2,GDH2,0.984
P5CS2,P5CR,0.999
AT3G08650,ZTP29,0.417
IAR1,AT3G08650,0.918
IAR1,ZAT,0.886
IAR1,ZTP29,0.889
IRT3,AT3G08650,0.82
IRT3,IAR1,0.892
IRT3,ZAT,0.732
IRT3,ZTP29,0.737
ZAT,AT3G08650,0.55
ZAT,ZTP29,0.69
ZIP11,AT3G08650,0.827
ZIP11,IAR1,0.809
ZIP11,IRT3,0.824
ZIP11,ZTP29,0.834
AT1G20760,AT2G39130,0.51
AT2G39130,SULTR3;5,0.546
ABCE2,ABCF1,0.933
DDB1A,ABCF1,0.823
ILA,ABCE2,0.629
ILA,ABCF1,0.979
AT4G18250,AT5G39670,0.455
LSH6,AT4G18250,0.584
TOR,AT4G18250,0.45
RALFL24,RALFL32,0.697
UGT84B2,ER-ANT1,0.511
AIRP2,ATL43,0.702
AIRP2,KEG,0.619
ATL43,HY5,0.625
ATL43,KEG,0.703
HYH,ATL43,0.664
HYH,HY5,0.98
RHA2A,AIRP2,0.821
RHA2A,ATL43,0.655
RHA2A,HY5,0.65
RHA2A,HYH,0.673
RHA2A,KEG,0.648
AT3G11880,AT5G49400,0.604
AT4G32670,OS9,0.76
DER1,OS9,0.989
EBS5,AT4G32670,0.687
EBS5,DER1,0.962
EBS5,Hrd1B,0.975
EBS5,OS9,0.999
Hrd1B,AT4G32670,0.897
Hrd1B,DER1,0.939
Hrd1B,OS9,0.995
AT3G08650,ZIP2,0.823
AT3G08650,ZIP8,0.876
AT3G08650,ZTP29,0.417
COPT2,ZIP8,0.621
FRO2,COPT2,0.66
FRO2,IAR1,0.407
FRO2,ZIP8,0.625
IAR1,AT3G08650,0.918
IAR1,COPT2,0.416
IAR1,ZIP2,0.876
IAR1,ZIP8,0.839
IAR1,ZTP29,0.889
NRT2.2,ZIP8,0.593
NRT2:1,ZIP8,0.593
ZIP11,AT3G08650,0.827
ZIP11,COPT2,0.575
ZIP11,IAR1,0.809
ZIP11,ZIP8,0.852
ZIP11,ZTP29,0.834
ZIP8,ZIP2,0.851
ZTP29,COPT2,0.51
ZTP29,ZIP2,0.824
ZTP29,ZIP8,0.813
AT1G08900,AT1G33440,0.62
AT1G08900,AT1G72140,0.618
AT1G08900,AT1G80530,0.637
AT1G08900,AT2G34355,0.637
AT1G08900,AT4G19450,0.637
AT1G08900,AT5G19700,0.617
AT1G08900,G3Pp3,0.617
AT1G33440,AT1G80530,0.637
AT1G33440,AT2G34355,0.637
AT1G33440,AT3G20460,0.616
AT1G33440,AT4G19450,0.637
AT1G33440,AT5G19700,0.617
AT1G72140,AT1G80530,0.637
AT1G72140,AT2G34355,0.637
AT1G72140,AT3G20460,0.615
AT1G72140,AT4G19450,0.637
AT1G72140,AT5G19700,0.616
AT1G80530,AT3G20460,0.636
AT1G80530,AT5G19700,0.637
AT2G34355,AT3G20460,0.636
AT2G34355,AT5G19700,0.637
AT3G20460,AT4G19450,0.636
AT3G20460,AT5G19700,0.615
AT4G19450,AT5G19700,0.637
ATG8G,AT5G19700,0.628
G3Pp3,AT1G33440,0.662
G3Pp3,AT1G72140,0.659
G3Pp3,AT1G80530,0.626
G3Pp3,AT2G34355,0.626
G3Pp3,AT3G20460,0.613
G3Pp3,AT4G19450,0.626
G3Pp3,AT5G19700,0.603
ALMT6,TDT,0.834
ALMT9,TDT,0.875
PHT2;1,PHOT2,0.546
PHT2;1,TDT,0.796
TDT,PHOT2,0.784
VHA-A1,TDT,0.71
AGB1,AGG3,0.982
AGG2,AGB1,0.999
AGG2,AGG3,0.976
AGG2,BAK1,0.827
AGG2,GG1,0.908
AGG2,RGS1,0.94
AGG2,XLG2,0.989
ATARCA,AGB1,0.971
ATARCA,AGG2,0.8
ATARCA,GG1,0.874
ATARCA,GPA1,0.764
ATARCA,RGS1,0.553
ATARCA,XLG2,0.502
ATARCA,XLG3,0.502
BAK1,AGB1,0.735
BAK1,AGG3,0.518
BAK1,XLG2,0.847
GG1,AGB1,0.999
GG1,AGG3,0.976
GG1,BAK1,0.874
GG1,XLG2,0.989
GPA1,AGB1,0.999
GPA1,AGG2,0.997
GPA1,AGG3,0.968
GPA1,BAK1,0.904
GPA1,GG1,0.999
GPA1,RGS1,0.999
GPA1,XLG2,0.667
RGS1,AGB1,0.962
RGS1,AGG3,0.874
RGS1,BAK1,0.726
RGS1,GG1,0.94
RGS1,XLG2,0.904
XLG2,AGB1,0.999
XLG2,AGG3,0.97
XLG3,AGB1,0.999
XLG3,AGG2,0.984
XLG3,AGG3,0.959
XLG3,BAK1,0.645
XLG3,GG1,0.976
XLG3,GPA1,0.627
XLG3,RGS1,0.865
XLG3,XLG2,0.594
AT5G02170,CNGC18,0.499
CNGC13,AT5G02170,0.499
AT5G48770,AT5G48780,0.431
AT1G67210,ABH1,0.699
AT1G67210,HEN2,0.888
HEN2,ABH1,0.993
AT1G06840,AT2G16250,0.831
AT1G07650,AT2G16250,0.831
AT1G53430,AT2G16250,0.831
AT1G56120,AT2G16250,0.831
AT1G56140,AT2G16250,0.831
AT1G79620,AT2G16250,0.831
AT2G16250,AT3G21340,0.831
AT2G16250,FEI2,0.831
PSKR1,AT2G16250,0.831
AT-IE,UMAMIT3,0.615
NIP6;1,AT3G06450,0.64
AT5G64170,ABA1,0.738
KEA3,ABA1,0.572
PHT2;1,KEA3,0.688
PHT2;1,PHT1;1,0.939
PHT4;1,ABA1,0.877
PHT4;1,AT5G64170,0.731
PHT4;1,KEA3,0.762
PHT4;1,PHT1;1,0.83
PHT4;1,PHT2;1,0.751
AT2G19340,DGL1,0.936
PIRL6,AT2G19340,0.966
COP1,CRY1,0.999
ZFP4,AT5G61470,0.531
ZFP4,COP1,0.574
ZFP4,CRY1,0.585
ZFP4,IDD1,0.613
AT1G18210,AT2G03440.1,0.626
AT1G18210,AT3G18430,0.644
AT1G18210,AT3G24110,0.638
AT1G18210,AT3G47570,0.604
AT1G18210,TPC1,0.694
AT3G18430,TPC1,0.66
AT3G24110,AT3G47570,0.646
AT3G24110,TPC1,0.694
AT1G48950,AT1G67210,0.43
AT1G48950,AT5G38600,0.43
AT2G20650,AT5G19870,0.933
AT3G05760,AT3G21810,0.759
MLP329,CYP71A28,0.711
AT1G29570,RRP41,0.529
APG10,AT5G09630,0.616
APG10,AT5G37980,0.854
AT5G09630,AT5G37980,0.796
LrgB,AT5G37980,0.743
AT1G29730,ERL1,0.831
AT1G29730,ERL2,0.831
AT1G29730,IOS1,0.798
AT1G29730,RPK1,0.804
AT1G29730,TE1,0.831
ERL2,ERL1,0.95
IOS1,ERL1,0.664
IOS1,ERL2,0.664
IOS1,RPK1,0.621
IOS1,TE1,0.67
RPK1,ERL1,0.695
RPK1,ERL2,0.699
RPK1,TE1,0.69
TE1,ERL1,0.99
TE1,ERL2,0.951
BEL10,DFL2,0.66
DFL2,PIN8,0.662
ILL6,DFL2,0.635
ILL6,PIN8,0.651
AT1G49200,AT2G17190,0.532
AT1G49200,FUS9,0.556
AT1G49200,HAT3,0.599
AT1G49200,ZFP8,0.626
ACA11,TPC1,0.694
AT3G22910,CAX3,0.771
AT3G22910,TPC1,0.68
CAX1,ACA10,0.664
CAX1,ACA11,0.808
CAX1,AT3G22910,0.604
CAX1,CAX3,0.805
CAX1,TPC1,0.853
CAX3,ACA10,0.775
CAX3,ACA11,0.808
CAX3,TPC1,0.817
T22C5.23,CAX1,0.874
T22C5.23,CAX3,0.808
T22C5.23,TPC1,0.893
TPC1,ACA10,0.809
AT1G53210,KUP11,0.608
HKT1,KEA6,0.59
HKT1,KT2/3,0.621
KCO5,HKT1,0.645
KCO5,KT2/3,0.484
KT2/3,KEA6,0.925
KUP11,HKT1,0.669
KUP11,KCO5,0.61
KUP11,KEA6,0.89
KUP11,KT2/3,0.871
KUP11,NHX2,0.738
KUP11,SKOR,0.667
NHX2,HKT1,0.905
NHX2,KEA6,0.69
SKOR,HKT1,0.808
SKOR,KCO5,0.454
SKOR,KEA6,0.455
SKOR,NHX2,0.658
KCO5,TAAC,0.525
KEA1,KCO5,0.483
KEA1,PHT4;3,0.618
KEA1,TAAC,0.638
PHT2;1,KCO5,0.483
PHT2;1,PHT1;6,0.834
PHT2;1,PHT4;3,0.62
PHT4;3,KCO5,0.633
PHT4;3,PHT1;6,0.637
PHT4;3,TAAC,0.629
AT4G37230,LHCB3,0.976
AT4G37230,LHCB4.1,0.968
LHCB4.1,LHCB3,0.999
LHCB4.2,AT4G37230,0.968
LHCB4.2,LHCB3,0.999
LHCB4.2,LHCB4.1,0.971
LHCB4.2,PSBQ-2,0.986
LHCB4.3,AT4G37230,0.955
LHCB4.3,LHCB3,0.978
LHCB4.3,LHCB4.1,0.817
LHCB4.3,LHCB4.2,0.808
LHCB4.3,PSBQ-2,0.918
LHCB6,AT4G37230,0.951
LHCB6,LHCB3,0.998
LHCB6,LHCB4.1,0.998
LHCB6,LHCB4.2,0.994
LHCB6,LHCB4.3,0.936
LHCB6,PSBQ-2,0.996
PSBQ-2,AT4G37230,0.944
PSBQ-2,LHCB3,0.958
PSBQ-2,LHCB4.1,0.988
AUX1,TIR1,0.998
TPL,AUX1,0.988
TPL,TIR1,0.824
AT1G74360,AT2G28315,0.687
AT2G28315,RLP36,0.648
PSY1R,AT2G28315,0.72
AT1G02630,AT1G24360,0.742
AT1G02630,COPT4,0.632
AT1G02630,COPT5,0.601
AT1G02630,KUP1,0.602
KUP1,COPT5,0.546
LRK1,ATCRT1,0.601
LRK1,OMR1,0.674
AT5G26220,OXP1,0.958
AT1G48540,GCL2,0.518
AT1G71870,GCL2,0.577
GCL2,AT2G38510,0.577
GCL2,AT4G38380,0.577
GCL2,AT5G49130,0.577
ZF14,GCL2,0.577
CRT3,EBS1,0.976
CRT3,OS9,0.522
CRT3,RSW3,0.911
EBS1,OS9,0.988
EBS1,RSW3,0.963
LrgB,GLOX1,0.591
PSBA,PSBB,0.999
PSBA,PSBC,0.999
PSBA,PSBD,0.999
PSBA,PSBE,0.999
PSBA,PSBF,0.999
PSBA,PSBH,0.998
PSBA,PSBI,0.999
PSBA,PSBL,0.999
PSBA,YCF9,0.999
PSBB,PSBH,0.999
PSBC,PSBB,0.999
PSBC,PSBE,0.999
PSBC,PSBF,0.999
PSBC,PSBH,0.999
PSBC,PSBL,0.999
PSBC,YCF9,0.999
PSBD,PSBB,0.999
PSBD,PSBC,0.999
PSBD,PSBE,0.999
PSBD,PSBF,0.999
PSBD,PSBH,0.999
PSBD,PSBL,0.999
PSBD,YCF9,0.999
PSBE,PSBB,0.999
PSBE,PSBH,0.999
PSBF,PSBB,0.999
PSBF,PSBE,0.999
PSBF,PSBH,0.999
PSBI,PSBB,0.999
PSBI,PSBC,0.999
PSBI,PSBD,0.999
PSBI,PSBE,0.999
PSBI,PSBF,0.999
PSBI,PSBH,0.998
PSBI,PSBL,0.999
PSBI,YCF9,0.999
PSBL,PSBB,0.999
PSBL,PSBE,0.999
PSBL,PSBF,0.999
PSBL,PSBH,0.999
YCF9,PSBB,0.999
YCF9,PSBE,0.999
YCF9,PSBF,0.999
YCF9,PSBH,0.998
YCF9,PSBL,0.998
AT1G12460,AT2G02780,0.642
AT1G12460,AT3G21340,0.831
AT2G02780,AT3G14840,0.599
AT2G02780,AT3G21340,0.886
AT2G16250,AT3G21340,0.831
AT3G14840,AT3G21340,0.831
AT3G14840,AT4G31250,0.798
AT3G14840,AT5G24100,0.798
AT3G21340,AT4G31250,0.862
AT3G21340,AT5G24100,0.857
AT2G35330,AT3G20240,0.532
AT2G35330,CPK25,0.602
AT1G55930,AT4G00990,0.609
AT3G13070,AT4G00990,0.59
AT4G00990,AT5G10370,0.966
RLM1,AT4G00990,0.616
RLM1,AT5G10370,0.441
GPA1,AGB1,0.999
SGB1,AGB1,0.772
SGB1,GPA1,0.595
SGB1,SUT2,0.619
SUT2,GPA1,0.497
CAT9,DGL1,0.631
CAT9,GABP,0.7
CAT9,IMP4,0.87
CAT9,NRPA2,0.656
CAT9,PEX7,0.636
IMP4,DGL1,0.637
NRPA2,DGL1,0.545
NRPA2,IMP4,0.977
PEX7,DGL1,0.519
PEX7,IMP4,0.643
PEX7,NRPA2,0.549
ALMT12,KAT1,0.631
ALMT12,KAT2,0.65
CHX20,KAT1,0.536
CHX20,KAT2,0.639
CPK13,KAT2,0.602
KAT2,KAT1,0.851
KEA3,KAT1,0.682
KEA3,KAT2,0.676
KUP3,KAT2,0.596
KUP3,KEA3,0.671
TOM20-1,TOM5,0.679
TOM22-I,TOM20-1,0.757
TOM22-I,TOM40,0.999
TOM22-I,TOM5,0.88
TOM22-I,TOM6,0.921
TOM40,TOM20-1,0.69
TOM40,TOM5,0.771
TOM6,TOM20-1,0.747
TOM6,TOM40,0.798
TOM6,TOM5,0.981
AT3G60080,AT5G08580,0.906
ABCD1,ABCF1,0.685
ABCG1,ABCD1,0.567
ABCG1,ABCF1,0.533
ABCG1,AT5G13440,0.428
ABCG1,ATG8G,0.519
ABCG1,UGD2,0.591
UGD2,ATG8G,0.545
AT1G14390,AT1G79620,0.831
AT1G14390,AT2G19210,0.831
AT1G14390,HAE,0.607
AT1G72460,AT1G79620,0.798
AT1G79620,AT2G16250,0.831
AT1G79620,AT2G19210,0.798
AT1G79620,AT3G47580,0.831
AT1G79620,HAE,0.831
AT3G47580,HAE,0.819
AT1G72125,AAT1,0.519
AT1G72125,GABP,0.519
AT1G72125,GLR2.6,0.597
GABP,AAT1,0.759
GABP,GLR2.6,0.428
AT1G20816,AT1G45170,0.859
AT1G20816,AT1G76405,0.606
AT1G20816,AT5G42960,0.841
AT1G20816,TOC75-III,0.6
AT1G45170,AT1G76405,0.868
AT1G45170,AT5G42960,0.72
AT1G45170,TOC75-III,0.65
AT1G76405,AT5G42960,0.841
AT1G76405,TOC75-III,0.6
TOC75-III,AT5G42960,0.6
AT2G07695,NAD4,0.994
AT2G07695,cob,0.996
cob,NAD4,0.996
BAP1,RHL41,0.919
CML38,BAP1,0.82
CML38,RHL41,0.794
STZ,BAP1,0.925
STZ,CML38,0.895
STZ,RHL41,0.896
AT1G48570,AT4G10320,0.909
NRPA2,AT1G48570,0.907
NRPA2,AT4G10320,0.704
ANT1,AT4G04760,0.654
ANT1,ER-ANT1,0.655
ANT1,LHT7,0.647
ANT1,STP7,0.627
ANT1,TDT,0.563
AT4G04760,LHT7,0.592
PGP10,ANT1,0.619
PGP10,AT4G04760,0.572
PGP10,LHT7,0.463
PGP10,STP7,0.49
STP7,LHT7,0.519
ERD6,SUT2,0.676
FLN1,TMT2,0.599
FLN2,FLN1,0.942
FLN2,SUT2,0.753
FLN2,TMT2,0.599
SUT2,AT3G05165,0.721
SUT2,FLN1,0.723
SUT2,SWEET4,0.647
SUT2,TMT2,0.64
AT1G60160,CNGC14,0.704
CNGC14,AT3G03000,0.635
CNGC14,AT5G49960,0.632
CNGC14,CAM7,0.635
GLR3.3,CNGC14,0.627
KUP10,CNGC14,0.701
ARI4,UBP27,0.61
TOR,ARI4,0.625
AT1G64500,COL1,0.849
AT1G68080,AT3G18210,0.544
AT5G17850,CNGC5,0.603
At5g46330,CNGC5,0.619
GLR3.3,CNGC5,0.444
GLR3.3,TPC1,0.818
TPC1,AT5G17850,0.623
TPC1,CNGC5,0.49
APC6,AT2G32450,0.7
AT3G09360,NRPC1,0.965
AT3G09360,NRPC2,0.969
NRPC2,NRPC1,0.999
AT1G53420,AT2G28970,0.423
AT2G28970,AT3G24240,0.437
AT2G28970,COP1,0.427
AT2G37890,PNC1,0.623
AT2G37890,UCH3,0.674
AT1G69860,AMT1;4,0.532
AT1G69860,OPT3,0.627
GPT2,PHT1;1,0.598
GPT2,RCP1,0.616
ARP4,TPR10,0.497
ARP4,YY1,0.726
CLF,YY1,0.697
TPR10,YY1,0.702
ACX1,KAT5,0.997
PEX7,ACX1,0.902
PEX7,KAT5,0.985
AT1G69480,SWEET13,0.586
OPR3,SWEET13,0.616
SWEET13,SWEET3,0.554
SWEET6,SWEET13,0.56
SWEET6,SWEET8,0.53
SWEET8,SWEET13,0.561
AT2G02160,AT4G01350,0.848
ATCHX13,CNGC13,0.599
ATCHX13,HAK5,0.647
CNBT1,At5g46330,0.618
CNBT1,HAK5,0.442
CNGC10,ATCHX13,0.637
CNGC10,At4g37640,0.566
CNGC10,At5g46330,0.6
CNGC10,CNBT1,0.614
CNGC10,CNGC13,0.592
CNGC10,GLR1.1,0.596
CNGC10,GLR1.4,0.639
CNGC10,HAK5,0.696
CNGC10,MHX,0.646
CNGC13,At5g46330,0.661
CNGC13,HAK5,0.568
GLR1.1,GLR1.4,0.532
MHX,CNGC13,0.5
AT1G62310,AT4G23440,0.962
AT4G23440,AT5G46450,0.758
RLM1,AT4G23440,0.739
AT1G47530,AT5G46600,0.519
PRK6,AT5G46600,0.637
SLAH3,AT5G46600,0.489
NOF1,AT2G26695,0.764
NOF1,NRPA2,0.94
NRPA2,AT2G26695,0.864
ABCA1,AT5G52450,0.639
ABCA1,CHX18,0.581
ABCB28,AT5G52450,0.637
ABCB28,CHX18,0.522
ABCG15,AT5G52450,0.637
ABCG15,CHX18,0.522
ABCG20,AT5G52450,0.635
ABCG20,CHX18,0.519
ABCG7,AT5G52450,0.637
ABCG7,CHX18,0.565
CHX18,AT5G52450,0.637
YSL7,ABCA1,0.52
YSL7,ABCB28,0.523
YSL7,ABCG15,0.638
YSL7,ABCG20,0.463
YSL7,ABCG7,0.515
YSL7,AT5G52450,0.631
YSL7,CHX18,0.523
CAX1,AT5G53010,0.604
CAX1,ECA2,0.43
CAX1,TPC1,0.853
ECA1,AT5G53010,0.68
ECA1,CAX1,0.777
ECA1,TPC1,0.671
ECA2,AT5G53010,0.653
ECA2,TPC1,0.671
ECA3,AT5G53010,0.648
ECA3,CAX1,0.751
ECA3,PSB29,0.499
ECA3,TPC1,0.671
ECA4,AT5G53010,0.681
ECA4,CAX1,0.589
ECA4,TPC1,0.671
PSB29,AT5G53010,0.623
TPC1,AT5G53010,0.68
AT1G08440,AT1G33440,0.631
AT1G08440,AT1G71140,0.626
AT1G08900,AT1G33440,0.62
AT1G08900,AT1G71140,0.618
AT1G08900,AT1G80530,0.637
AT1G08900,AT2G34355,0.637
AT1G08900,AT4G19450,0.637
AT1G18420,AT1G33440,0.631
AT1G18420,AT1G71140,0.626
AT1G33440,AT1G71140,0.619
AT1G33440,AT1G80530,0.637
AT1G33440,AT2G34355,0.637
AT1G33440,AT4G19450,0.637
AT1G71140,AT1G80530,0.637
AT1G71140,AT2G34355,0.637
AT1G71140,AT4G19450,0.637
AT1G71140,AT5G54860,0.686
AT3G47480,ARCK1,0.831
AT3G47480,CRK36,0.713
CRK36,ARCK1,0.804
CaMK1,ARCK1,0.833
CaMK1,CRK36,0.861
RLP23,ARCK1,0.826
RLP23,AT3G47480,0.478
RLP23,CRK36,0.555
ABCI5,G1,0.963
ABCI5,ORF25,0.657
AT2G07768,ABCI5,0.713
AT2G07768,G1,0.814
AT1G50732,VPS35B,0.459
AT-IE,UMAMIT2,0.615
SIG2,AT-IE,0.686
SIG2,UMAMIT2,0.593
AT1G08890,AT4G11380,0.403
AT1G08890,AT4G23460,0.403
AT1G08890,AT5G11490,0.403
AT4G11380,AT4G23460,0.516
AT4G11380,AT5G11490,0.547
AT4G23460,AT5G11490,0.484
AT3G08650,ZIP12,0.864
AT3G08650,ZIP9,0.824
AT3G08650,ZTP29,0.417
At1g10970,AT3G08650,0.879
At1g10970,IAR1,0.891
At1g10970,ZAT,0.553
At1g10970,ZTP29,0.813
IAR1,AT3G08650,0.918
IAR1,MTP11,0.883
IAR1,ZAT,0.886
IAR1,ZIP12,0.879
IAR1,ZIP3,0.893
IAR1,ZIP9,0.886
IAR1,ZTP29,0.889
IRT3,AT3G08650,0.82
IRT3,IAR1,0.892
IRT3,ZAT,0.732
IRT3,ZTP29,0.737
MTP11,AT3G08650,0.425
MTP11,ZAT,0.971
MTP11,ZTP29,0.425
ZAT,AT3G08650,0.55
ZAT,ZIP9,0.782
ZAT,ZTP29,0.69
ZIP3,AT3G08650,0.906
ZIP3,ZAT,0.541
ZIP3,ZTP29,0.817
ZTP29,ZIP12,0.802
ZTP29,ZIP9,0.805
AT5G28450,LHCB3,0.915
LHCA1,AT5G28450,0.913
LHCA1,LHCB3,0.994
LHCA1,LHCB4.1,0.994
LHCB4.1,AT5G28450,0.903
LHCB4.1,LHCB3,0.999
LHCB4.2,AT5G28450,0.903
LHCB4.2,LHCA1,0.993
LHCB4.2,LHCB3,0.999
LHCB4.2,LHCB4.1,0.971
LHCB6,AT5G28450,0.966
LHCB6,LHCA1,0.989
LHCB6,LHCB3,0.998
LHCB6,LHCB4.1,0.998
LHCB6,LHCB4.2,0.994
AT1G72820,DIC2,0.65
AT1G72820,DIC3,0.825
AT1G72820,UCP2,0.639
AT1G72820,UCP5,0.628
UCP5,DIC2,0.683
AT1G05700,AT4G39270,0.867
AT2G01210,AT4G39270,0.831
AT4G39270,AT5G59670,0.831
PCN,AT4G39270,0.846
CPK30,Rap2.6L,0.636
CPK30,VHA-A,0.676
VHA-A,Rap2.6L,0.722
RAP2.6,CaMK4,0.591
RAP2.6,HKT1,0.616
RAP2.6,RACK1B_AT,0.723
AT1G14390,AT4G26540,0.832
AT1G14390,AT5G10020,0.831
AT2G01210,AT5G10020,0.811
AT2G24130,AT5G10020,0.831
AT4G26540,AT5G10020,0.831
AT4G26540,ERL2,0.814
AT5G10020,ERL1,0.831
ERL2,AT5G10020,0.831
ERL2,ERL1,0.95
GSO1,AT4G26540,0.831
GSO1,AT5G10020,0.831
ABCF3,ABCE2,0.936
ABCF3,ILA,0.999
ILA,ABCE2,0.629
NRPA2,ABCE2,0.921
NRPA2,ABCF3,0.966
NRPA2,ILA,0.958
APX6,FSD2,0.86
AO1,sks17,0.677
TIM13,sks17,0.65
AMT2,NRT2.7,0.423
AT2G26690,AMT2,0.672
AT2G26690,NRT2.7,0.766
NRT2.2,AMT2,0.893
NRT2.2,AT2G26690,0.633
NRT2.2,SLAH1,0.463
NRT2:1,AMT2,0.917
NRT2:1,AT2G26690,0.648
NRT2:1,SLAH1,0.549
SLAH1,AT2G26690,0.645
AT3G23060,AT3G26590,0.696
AT2G32885,RALFL25,0.687
AT2G32885,RALFL26,0.631
AT2G32885,RALFL30,0.638
RALFL25,RALFL26,0.472
RALFL25,RALFL30,0.449
RALFL8,AT2G32885,0.901
RALFL8,RALFL25,0.81
RALFL8,RALFL26,0.777
RALFL8,RALFL30,0.712
RALFL8,RALFL9,0.477
RALFL9,RALFL25,0.793
RALFL9,RALFL26,0.767
RALFL9,RALFL30,0.711
AHG2,GLR2.4,0.615
BAK1,AGB1,0.735
CERK1,AGB1,0.721
CERK1,BAK1,0.542
CERK1,GLR2.4,0.437
GLR2.4,AGB1,0.489
GLR2.4,BAK1,0.534
TPC1,AGB1,0.999
TPC1,GLR2.4,0.695
ABF2,ABI1,0.928
ABF2,ABI2,0.765
ABF2,HAB1,0.707
ABF2,HAI1,0.44
ABF2,OST1,0.996
ABF2,PP2CA,0.917
ABF2,RBOHF,0.519
ABI1,ABI2,0.462
ABI1,BAK1,0.94
ABI1,HAI1,0.697
ABI1,OST1,0.999
ABI2,HAI1,0.512
BAK1,ABI2,0.541
BAK1,OST1,0.971
HAB1,ABI2,0.43
HAB1,HAI1,0.495
HAB1,OST1,0.999
OST1,ABI2,0.999
OST1,HAI1,0.98
OZS1,ABF2,0.599
OZS1,ABI1,0.918
OZS1,ABI2,0.839
OZS1,HAB1,0.685
OZS1,OST1,0.999
OZS1,PP2CA,0.964
OZS1,RBOHF,0.809
PP2CA,ABI1,0.416
PP2CA,ABI2,0.477
PP2CA,HAI1,0.723
PP2CA,OST1,0.996
RBOHF,ABI1,0.72
RBOHF,ABI2,0.638
RBOHF,BAK1,0.522
RBOHF,HAB1,0.623
RBOHF,OST1,0.962
PER1,NTRC,0.977
SWEET1,DUR3,0.666
SWEET1,ENODL9,0.682
SWEET1,HT1,0.739
SWEET1,YSL2,0.621
AT3G46070,PR5K,0.68
AT1G62790,ENODL10,0.746
AT1G62790,ENODL11,0.73
AT1G62790,ENODL17,0.637
ENODL11,ENODL17,0.637
ENODL17,ENODL10,0.637
ENODL17,THI1,0.657
ENODL8,ENODL17,0.719
AT2G39210,SWEET11,0.617
AT2G39210,SWEET12,0.615
OPR3,SWEET11,0.616
OPR3,SWEET12,0.616
SUT2,SWEET11,0.616
SUT2,SWEET12,0.44
SUT4,SUT2,0.605
SUT4,SWEET11,0.637
SUT4,SWEET12,0.619
SWEET11,SWEET12,0.812
GAD3,ALDH12A1,0.975
GAD3,GLT1,0.925
GLT1,ALDH12A1,0.908
ATARCA,AT3G45510,0.424
ATARCA,COP1,0.679
ATARCA,RACK1B_AT,0.95
ATARCA,RACK1C_AT,0.905
COP1,AT3G45510,0.5
COP1,RACK1C_AT,0.679
RACK1B_AT,AT3G45510,0.424
RACK1B_AT,COP1,0.679
RACK1B_AT,RACK1C_AT,0.935
RACK1C_AT,AT3G45510,0.424
AKT1,CBL1,0.99
AKT1,CBL9,0.991
AKT1,HAK5,0.974
AKT1,NHX1,0.903
AKT1,NHX2,0.876
AKT1,SOS3,0.952
CBL1,GORK,0.661
CBL1,NHX1,0.862
CIPK23,AKT1,0.998
CIPK23,CBL1,0.999
CIPK23,CBL9,0.999
CIPK23,GORK,0.548
